00087.png;1319;374;1428;505;1;0.681
00087.png;872;213;1128;378;1;0.628
00087.png;996;176;1125;227;1;0.547
00088.png;652;143;916;379;1;0.748
00088.png;1320;496;1355;538;1;0.398
00089.png;1349;358;1645;509;1;0.763
00090.png;1476;183;1648;239;1;0.664
00090.png;1463;234;1824;521;1;0.577
00090.png;1646;186;1819;243;1;0.577
00091.png;858;104;948;145;1;0.706
00091.png;985;89;1087;131;1;0.632
00091.png;854;121;1114;352;1;0.574
00092.png;721;71;932;390;1;0.707
00093.png;775;227;1081;369;1;0.661
00094.png;1204;112;1385;167;1;0.665
00094.png;1205;161;1394;322;1;0.627
00094.png;822;212;1043;291;1;0.598
00095.png;1377;280;1592;357;1;0.696
00095.png;1363;355;1851;577;1;0.633
00095.png;1592;280;1823;355;1;0.627
00096.png;1414;236;1519;287;1;0.680
00096.png;1520;227;1651;278;1;0.555
00096.png;1410;276;1660;377;1;0.371
00097.png;770;104;1091;358;1;0.504
00098.png;1224;416;1361;480;1;0.623
00098.png;1212;483;1509;568;1;0.612
00098.png;1363;425;1506;490;1;0.519
00099.png;1175;384;1276;425;1;0.629
00099.png;1273;391;1419;436;1;0.569
00099.png;1160;419;1421;568;1;0.503
00100.png;1027;107;1227;164;1;0.726
00100.png;912;105;1036;161;1;0.682
00100.png;904;156;1228;357;1;0.572
00101.png;625;82;883;356;1;0.723
00101.png;911;181;969;202;1;0.264
